,材料,试批号,实验屈服值,实验抗拉值,实验伸长率,牌号,钢种,出炉温度,加热时间,板坯厚度,中间坯厚度,粗轧压下率,精轧开轧温度,终轧温度,成品厚度,粗轧压缩比,精轧压缩比,C,Si,Mn,AlT,Nb,V,Ti,Ni,Cu,Cr,Mo,P,S,Ceq,Pcm,温度差
108,1131P92300,1LL008603800,383,476,32,AB/A,ZF4H6100,1211,12438,264,75,0.282,960,808,12.2,3.52,6.148,0.16,0.11,0.54,0.036,0.002,0,0.002,0.02,0.03,0.04,0,0.017,0.0032,0.261333333,0.735666667,152
109,1131P99300,1LL008603900,353,466,41.5,AB/A,ZF4H6100,1213,12909,264,64.99,0.31,959,835,12,4.062,5.416,0.16,0.11,0.54,0.036,0.002,0,0.002,0.02,0.03,0.04,0,0.017,0.0032,0.261333333,0.735666667,124
110,1131Q00300,1LL008604000,294,444,40,AB/A,ZF4H6100,1214,12992,264,65,0.311,980,852,12,4.062,5.417,0.16,0.11,0.54,0.036,0.002,0,0.002,0.02,0.03,0.04,0,0.017,0.0032,0.261333333,0.735666667,128
111,1131Q01400,1LL008604200,353,476,36,AB/A,ZF4H6100,1205,12978,264,75,0.256,1015,813,12,3.52,6.25,0.17,0.1,0.53,0.032,0.002,0,0.001,0.02,0.03,0.03,0.01,0.01,0.0019,0.269666667,0.7355,202
112,1131Q06200,1LL008604300,373,474,31,AB/A,ZF4H6100,1209,13172,264,75,0.256,1046,822,12,3.52,6.25,0.17,0.1,0.53,0.032,0.002,0,0.001,0.02,0.03,0.03,0.01,0.01,0.0019,0.269666667,0.7355,224
113,1131Q12400,1LL008604800,295,437,39.5,AB/A,ZF4H6100,1196,13469,264,69.99,0.322,1055,817,12,3.772,5.833,0.15,0.11,0.55,0.03,0.002,0,0.002,0.01,0.03,0.04,0.01,0.018,0.0022,0.254333333,0.736333333,238
114,1131Q14300,1LL008604900,357,462,32,AB/A,ZF4H6100,1202,13589,264,70,0.249,1081,832,12,3.771,5.833,0.15,0.11,0.55,0.03,0.002,0,0.002,0.01,0.03,0.04,0.01,0.018,0.0022,0.254333333,0.736333333,249
115,1131Q19300,1LL008605000,380,468,36,AB/A,ZF4H6100,1201,13592,264,64.99,0.264,1026,812,13,4.062,4.999,0.15,0.11,0.55,0.03,0.002,0,0.002,0.01,0.03,0.04,0.01,0.018,0.0022,0.254333333,0.736333333,214
116,1131Q34300,1LL008623600,375,481,42.5,AB/A,ZF4H6100,1211,13032,264,65,0.258,1001,816,13,4.062,5,0.16,0.1,0.52,0.036,0.002,0,0.001,0.01,0.04,0.02,0.01,0.019,0.0089,0.256,0.725,185
117,1131Q34300,1LL008623700,377,470,37.5,AB/A,ZF4H6100,1211,13032,264,65,0.258,1001,816,13,4.062,5,0.16,0.1,0.52,0.036,0.002,0,0.001,0.01,0.04,0.02,0.01,0.019,0.0089,0.256,0.725,185
118,1131Q23400,1LL008624300,343,468,36.5,AB/A,ZF4H6100,1203,13427,264,65,0.289,987,836,13.5,4.062,4.815,0.16,0.12,0.53,0.029,0.002,0,0.001,0.01,0.03,0.02,0.01,0.007,0.004,0.257,0.725666667,151
119,1131Q23400,1LL008624400,346,466,41,AB/A,ZF4H6100,1203,13427,264,65,0.289,987,836,13.5,4.062,4.815,0.16,0.12,0.53,0.029,0.002,0,0.001,0.01,0.03,0.02,0.01,0.007,0.004,0.257,0.725666667,151
120,1203R05300,1LL008624800,362,476,35,AB/A,ZF4H6100,1199,12793,264,69.99,0.271,995,858,14.2,3.772,4.929,0.16,0.12,0.52,0.032,0.002,0,0.001,0.02,0.05,0.03,0.01,0.013,0.0104,0.259333333,0.736166667,137
121,1203R10400,1LL008624900,337,465,33.5,AB/A,ZF4H6100,1208,12866,264,69.99,0.249,996,836,15.1,3.772,4.635,0.16,0.12,0.52,0.032,0.002,0,0.001,0.02,0.05,0.03,0.01,0.013,0.0104,0.259333333,0.736166667,160
122,1203R17300,1LL008625200,350,469,31,AB/A,ZF4H6100,1199,12469,264,70,0.273,986,834,16.2,3.771,4.321,0.16,0.12,0.55,0.035,0.001,0,0.002,0.02,0.04,0.05,0.01,0.018,0.0071,0.267666667,0.757166667,152
123,1203R17300,1LL008625300,345,465,34,AB/A,ZF4H6100,1199,12469,264,70,0.273,986,834,16.2,3.771,4.321,0.16,0.12,0.55,0.035,0.001,0,0.002,0.02,0.04,0.05,0.01,0.018,0.0071,0.267666667,0.757166667,152
124,1203R21400,1LL008625600,365,479,35,AB/A,YY000000,1193,12499,264,69.99,0.256,994,840,17.2,3.772,4.069,0.18,0.1,0.52,0.024,0.001,0,0.002,0.02,0.03,0.05,0.01,0.023,0.0037,0.282,0.7365,154
125,1203R26200,1LL008625700,337,459,33.5,AB/A,YY000000,1190,12249,264,69.99,0.272,992,824,17.2,3.772,4.069,0.18,0.1,0.52,0.024,0.001,0,0.002,0.02,0.03,0.05,0.01,0.023,0.0037,0.282,0.7365,168
126,1203R28300,1LL008625800,361,477,36,AB/A,YY000000,1168,12242,264,69.99,0.251,993,827,17.7,3.772,3.954,0.18,0.1,0.52,0.024,0.001,0,0.002,0.02,0.03,0.05,0.01,0.023,0.0037,0.282,0.7365,166
127,1203R33300,1LL008625900,339,461,43.5,AB/A,ZF4H6100,1205,14736,264,65,0.315,996,827,17.5,4.062,3.714,0.18,0.1,0.52,0.024,0.001,0,0.002,0.02,0.03,0.05,0.01,0.023,0.0037,0.282,0.7365,169
128,1204K02300,1LL008626100,362,464,34.5,AB/A,ZF4H6100,1175,12165,264,70,0.228,993,849,17.7,3.771,3.955,0.15,0.13,0.52,0.026,0.001,0,0.003,0.02,0.03,0.06,0,0.016,0.0029,0.252,0.707333333,144
129,1131Q03120,1LL009023600,362,456,35,AB/A,ZF4H6100,1213,13033,264,65,0.262,972,843,12,4.062,5.417,0.17,0.1,0.53,0.032,0.002,0,0.001,0.02,0.03,0.03,0.01,0.01,0.0019,0.269666667,0.7355,129
130,1131Q03120,1LL009023700,329,453,41,AB/A,ZF4H6100,1213,13033,264,65,0.262,972,843,12,4.062,5.417,0.17,0.1,0.53,0.032,0.002,0,0.001,0.02,0.03,0.03,0.01,0.01,0.0019,0.269666667,0.7355,129
131,1131L31500,1LL009023800,359,465,33,AB/A,ZF4H7100,1170,12422,264,75,0.249,1035,832,11,3.52,6.818,0.14,0.11,0.62,0.033,0.001,0,0.002,0.02,0.04,0.03,0.01,0.014,0.006,0.255333333,0.805833333,203
132,1119L66300,1LL009027700,331,472,36,AB/A,ZF4H6100,1184,12990,264,60,0.282,999,851,14,4.4,4.286,0.15,0.11,0.52,0.031,0.001,0,0.002,0.02,0.03,0.03,0.01,0.018,0.0062,0.248,0.705833333,148
133,1124K55500,1LL009028400,342,458,35.5,AB/A,ZF4H7100,1215,13175,222,69.99,0.254,1000,860,12.2,3.172,5.737,0.15,0.16,0.63,0.035,0,0.001,0.003,0.02,0.03,0.06,0.01,0.016,0.0062,0.272533333,0.8191,140
134,1119L67600,1LL009349500,316,464,33.5,AB/A,ZF4H6100,1176,12877,264,70,0.154,1024,856,15.1,3.771,4.636,0.15,0.11,0.52,0.031,0.001,0,0.002,0.02,0.03,0.03,0.01,0.018,0.0062,0.248,0.705833333,168
135,1131L68300,1LL009406700,326,435,35.5,AB/A,ZF4H7100,1194,12045,264,69.99,0.232,961,826,19,3.772,3.684,0.14,0.11,0.62,0.024,0.002,0,0.002,0.01,0.03,0.03,0.01,0.015,0.0046,0.254,0.795833333,135
136,1204K16500,1LL009625000,371,483,28,AB/A,ZF4H6100,1209,12462,264,70,0.251,1080,811,11.2,3.771,6.25,0.16,0.12,0.55,0.028,0.001,0,0.002,0.02,0.03,0.04,0.01,0.022,0.0074,0.265,0.746666667,269
137,1204K44300,1LL009625800,355,469,33,AB/A,ZF4H6100,1183,12323,264,75,0.277,1038,846,12.2,3.52,6.148,0.16,0.11,0.54,0.024,0.001,0,0.002,0.01,0.03,0.02,0.01,0.011,0.0035,0.258666667,0.735333333,192
138,1204L66100,1LL009629000,362,459,31,AB/A,ZF4H6100,1192,12338,264,70,0.228,946,819,18.7,3.771,3.743,0.16,0.12,0.53,0.036,0.002,0,0.002,0.02,0.04,0.04,0.01,0.012,0.006,0.262333333,0.736666667,127
139,1204L67100,1LL009629100,355,456,28.5,AB/A,ZF4H6100,1204,12199,264,69.99,0.204,957,815,18.7,3.772,3.743,0.16,0.12,0.53,0.036,0.002,0,0.002,0.02,0.04,0.04,0.01,0.012,0.006,0.262333333,0.736666667,142
140,1204L75300,1LL009629700,353,452,29,AB/A,ZF4H6100,1203,12332,264,70,0.253,980,838,18.2,3.771,3.846,0.16,0.09,0.53,0.026,0.001,0,0.002,0.02,0.04,0.07,0.01,0.009,0.0042,0.268333333,0.737166667,142
141,1131N99200,1LL009702400,376,470,42.5,AB/A,EF4F6400,1227,15155,100,65,0.26,1048,838,9.2,1.538,7.065,0.12,0.14,0.85,0.025,0.012,0.003,0.003,0.02,0.04,0.08,0.01,0.015,0.0056,0.284266667,1.019633333,210
142,1207M07300,1LL009748800,409,494,36,AB/A,ZF4H6100,1176,14270,300,100,0.231,898,839,30,3,3.333,0.15,0.16,0.92,0.034,0.012,0.002,0.014,0.02,0.03,0.07,0.01,0.014,0.0024,0.323066667,1.1097,59
143,1207M07300,1LL009748900,378,485,31,AB/A,ZF4H6100,1176,14270,300,100,0.231,898,839,30,3,3.333,0.15,0.16,0.92,0.034,0.012,0.002,0.014,0.02,0.03,0.07,0.01,0.014,0.0024,0.323066667,1.1097,59
144,1206K62200,1LL010134600,354,474,36,AB/A,EF4R5100,1181,12482,264,90,0.198,935,840,30,2.933,3,0.16,0.16,0.93,0.033,0.011,0.001,0.013,0.02,0.03,0.05,0,0.018,0.003,0.328533333,1.127933333,95
145,1206K62200,1LL010135200,353,472,31.5,AB/A,EF4R5100,1181,12482,264,90,0.198,935,840,30,2.933,3,0.16,0.16,0.93,0.033,0.011,0.001,0.013,0.02,0.03,0.05,0,0.018,0.003,0.328533333,1.127933333,95
146,1206K89200,1LL010226700,366,460,33.5,AB/A,ZF4H6100,1181,12051,264,69.99,0.268,920,830,22.2,3.772,3.153,0.18,0.13,0.54,0.018,0,0,0.002,0.02,0.03,0.02,0.01,0.012,0.0039,0.279333333,0.756,90
147,1206L12200,1LL010227200,346,458,36,AB/A,ZF4H6100,1174,12204,264,70,0.246,1007,830,17.2,3.771,4.07,0.16,0.11,0.52,0.029,0.001,0,0.001,0.01,0.03,0.03,0.01,0.013,0.0049,0.257333333,0.715833333,177
148,1206L17300,1LL010227300,321,442,40,AB/A,ZF4H6100,1188,11954,264,69.99,0.239,1022,861,16.2,3.772,4.32,0.16,0.11,0.52,0.029,0.001,0,0.001,0.01,0.03,0.03,0.01,0.013,0.0049,0.257333333,0.715833333,161
149,1206L33500,1LL010227800,361,463,41,AB/A,ZF4H6100,1185,12140,264,69.99,0.278,1010,827,15.1,3.772,4.635,0.15,0.11,0.52,0.031,0.001,0,0.002,0.02,0.03,0.03,0,0.015,0.0038,0.246,0.705166667,183
150,1206L50600,1LL010228300,344,451,39.5,AB/A,ZF4H6100,1177,12960,264,69.99,0.246,1001,836,15,3.772,4.666,0.16,0.1,0.52,0.031,0,0,0.001,0.02,0.03,0.03,0,0.018,0.0034,0.256,0.714833333,165
151,1206L84400,1LL010228800,390,476,31.5,AB/A,ZF4H6100,1188,12777,264,70,0.281,993,830,15,3.771,4.667,0.16,0.11,0.53,0.034,0,0,0.002,0.02,0.03,0.04,0,0.02,0.0042,0.259666667,0.725666667,163
152,1206L90500,1LL010229500,341,456,40,AB/A,ZF4H6100,1170,12796,264,69.99,0.243,992,808,14,3.772,4.999,0.15,0.11,0.51,0.034,0.001,0,0.002,0.01,0.02,0.04,0,0.018,0.006,0.245,0.685666667,184
153,1206L90500,1LL010229600,362,455,32.5,AB/A,ZF4H6100,1170,12796,264,69.99,0.243,992,808,14,3.772,4.999,0.15,0.11,0.51,0.034,0.001,0,0.002,0.01,0.02,0.04,0,0.018,0.006,0.245,0.685666667,184
154,1206M05500,1LL010230000,351,462,33,AB/A,ZF4H6100,1189,13022,264,69.99,0.282,1009,819,13,3.772,5.384,0.15,0.11,0.52,0.035,0.001,0,0.002,0.02,0.03,0.03,0,0.013,0.0054,0.246,0.705166667,190
155,1206M05500,1LL010230100,353,461,33.5,AB/A,ZF4H6100,1189,13022,264,69.99,0.282,1009,819,13,3.772,5.384,0.15,0.11,0.52,0.035,0.001,0,0.002,0.02,0.03,0.03,0,0.013,0.0054,0.246,0.705166667,190
156,1206M26A00,1LL010230500,354,471,33.5,AB/A,ZF4H6100,1190,12813,264,69.99,0.239,997,808,12,3.772,5.833,0.16,0.11,0.53,0.034,0.001,0,0.001,0.02,0.03,0.03,0,0.015,0.0053,0.257666667,0.725166667,189
157,1206M26A00,1LL010230800,365,471,30,AB/A,ZF4H6100,1190,12813,264,69.99,0.239,997,808,12,3.772,5.833,0.16,0.11,0.53,0.034,0.001,0,0.001,0.02,0.03,0.03,0,0.015,0.0053,0.257666667,0.725166667,189
158,1206M42400,1LL010231000,344,460,37.5,AB/A,ZF4H6100,1182,11394,264,70,0.271,1037,834,12,3.771,5.833,0.16,0.11,0.52,0.033,0.001,0,0.003,0.02,0.03,0.04,0,0.021,0.0037,0.258,0.715666667,203
159,1206M56500,1LL010232400,367,475,36,AB/A,ZF4H6100,1188,11543,264,72,0.275,1070,813,10,3.667,7.2,0.16,0.13,0.53,0.041,0.001,0,0.001,0.01,0.02,0.02,0,0.017,0.0061,0.254333333,0.715333333,257
160,1205P53200,1LL010263800,375,493,29.5,AB/A,EF4R5100,1196,15211,222,70,0.222,893,842,25.2,3.171,2.778,0.16,0.16,0.94,0.039,0.012,0.001,0.014,0.02,0.04,0.06,0.01,0.018,0.0045,0.334866667,1.1491,51
161,1205P54300,1LL010266200,345,464,31,AB/A,ZF4H6100,1221,15697,222,69.99,0.307,950,838,22.2,3.172,3.153,0.16,0.1,0.54,0.036,0.002,0,0.002,0.02,0.04,0.04,0.01,0.016,0.0083,0.264,0.746,112
162,1205P67200,1LL010266300,404,482,29,AB/A,ZF4H6100,1205,14501,222,70,0.322,953,812,18.2,3.171,3.846,0.16,0.1,0.54,0.036,0.002,0,0.002,0.02,0.04,0.04,0.01,0.016,0.0083,0.264,0.746,141
163,1205P54300,1LL010266500,338,463,33.5,AB/A,ZF4H6100,1221,15697,222,69.99,0.307,950,838,22.2,3.172,3.153,0.16,0.1,0.54,0.036,0.002,0,0.002,0.02,0.04,0.04,0.01,0.016,0.0083,0.264,0.746,112
164,1205P82500,1LL010267000,380,473,39,AB/A,ZF4H6100,1221,14564,222,70,0.299,992,820,14.2,3.171,4.93,0.15,0.12,0.51,0.031,0.002,0,0.003,0.02,0.04,0.04,0,0.012,0.0024,0.247,0.706,172
165,1204M37320,1LL010271800,301,440,34.5,AB/A,ZF4H7100,1181,13764,264,75,0.212,976,838,15.1,3.52,4.967,0.14,0.12,0.61,0.03,0,0,0.002,0.02,0.03,0.04,0,0.012,0.0077,0.253,0.786,138
166,1204M37320,1LL010271900,275,433,37,AB/A,ZF4H7100,1181,13764,264,75,0.212,976,838,15.1,3.52,4.967,0.14,0.12,0.61,0.03,0,0,0.002,0.02,0.03,0.04,0,0.012,0.0077,0.253,0.786,138
167,1204M37420,1LL010272000,271,424,38.5,AB/A,ZF4H7100,1181,13764,264,75,0.212,976,838,15.1,3.52,4.967,0.14,0.12,0.61,0.03,0,0,0.002,0.02,0.03,0.04,0,0.012,0.0077,0.253,0.786,138
168,1206N06400,1LL010336500,362,462,38.5,AB/A,ZF4H6100,1205,11597,264,75,0.234,1056,833,10.5,3.52,7.143,0.16,0.11,0.51,0.035,0,0,0.002,0.02,0.03,0.04,0,0.011,0.0048,0.256333333,0.705666667,223
169,1206N07400,1LL010336600,359,463,38,AB/A,ZF4H6100,1208,11530,264,75,0.242,1059,838,10.5,3.52,7.143,0.16,0.11,0.51,0.035,0,0,0.002,0.02,0.03,0.04,0,0.011,0.0048,0.256333333,0.705666667,221
170,1206N34300,1LL010361400,353,473,37.5,AB/A,ZF4H6100,1218,15399,264,69.99,0.204,1035,838,12,3.772,5.833,0.17,0.11,0.51,0.031,0,0,0.002,0.02,0.03,0.05,0.01,0.023,0.002,0.270333333,0.716833333,197
171,1206N34300,1LL010361600,364,478,39,AB/A,ZF4H6100,1218,15399,264,69.99,0.204,1035,838,12,3.772,5.833,0.17,0.11,0.51,0.031,0,0,0.002,0.02,0.03,0.05,0.01,0.023,0.002,0.270333333,0.716833333,197
172,1206N64600,1LL010362000,339,463,40.5,AB/A,ZF4H6100,1213,15295,264,69.99,0.251,1023,831,14,3.772,4.999,0.17,0.12,0.53,0.034,0,0,0.001,0.02,0.03,0.04,0.01,0.018,0.008,0.271666667,0.736666667,192
173,1206N64600,1LL010362300,339,457,36.5,AB/A,ZF4H6100,1213,15295,264,69.99,0.251,1023,831,14,3.772,4.999,0.17,0.12,0.53,0.034,0,0,0.001,0.02,0.03,0.04,0.01,0.018,0.008,0.271666667,0.736666667,192
174,1206N76500,1LL010362600,323,450,41,AB/A,ZF4H6100,1214,14806,264,64.99,0.309,1019,846,16.5,4.062,3.939,0.16,0.11,0.52,0.027,0,0,0.003,0.02,0.03,0.06,0,0.013,0.0026,0.262,0.716666667,173
175,1206N77400,1LL010362700,302,439,35.5,AB/A,ZF4H6100,1204,15309,264,69.99,0.274,985,846,17,3.772,4.117,0.16,0.11,0.52,0.027,0,0,0.003,0.02,0.03,0.06,0,0.013,0.0026,0.262,0.716666667,139
176,1207P29200,1LL010363200,331,449,34,AB/A,ZF4H6100,1156,12127,264,70,0.227,926,824,25.2,3.771,2.778,0.16,0.11,0.55,0.019,0.001,0,0.005,0.02,0.03,0.06,0.01,0.012,0.0038,0.269,0.747333333,102
177,1209M54600,1LL010363300,371,462,32.5,AB/A,ZF4H6100,1167,12548,264,70,0.222,977,849,20.2,3.771,3.465,0.16,0.11,0.55,0.019,0.001,0,0.005,0.02,0.03,0.06,0.01,0.012,0.0038,0.269,0.747333333,128
178,1209M54600,1LL010363400,363,452,32,AB/A,ZF4H6100,1167,12548,264,70,0.222,977,849,20.2,3.771,3.465,0.16,0.11,0.55,0.019,0.001,0,0.005,0.02,0.03,0.06,0.01,0.012,0.0038,0.269,0.747333333,128
179,1204P98340,1LL010455300,307,433,43,AB/A,ZF4H7100,1213,13880,264,80,0.222,1094,826,9.2,3.3,8.696,0.14,0.12,0.61,0.03,0,0,0.002,0.02,0.03,0.04,0,0.012,0.0077,0.253,0.786,268
180,1204P98440,1LL010455700,340,444,29,AB/A,ZF4H7100,1213,13880,264,80,0.222,1094,826,9.2,3.3,8.696,0.14,0.12,0.61,0.03,0,0,0.002,0.02,0.03,0.04,0,0.012,0.0077,0.253,0.786,268
181,1204P98440,1LL010455800,334,451,39.5,AB/A,ZF4H7100,1213,13880,264,80,0.222,1094,826,9.2,3.3,8.696,0.14,0.12,0.61,0.03,0,0,0.002,0.02,0.03,0.04,0,0.012,0.0077,0.253,0.786,268
182,1207N91200,1LL010604600,354,456,34.5,AB/A,ZF4H6100,1175,13346,264,100,0.191,881,832,40.3,2.64,2.481,0.17,0.12,0.56,0.024,0.002,0,0.003,0.02,0.03,0.03,0.01,0.009,0.0043,0.274666667,0.766166667,49
183,1207N94400,1LL010604700,344,464,34.5,AB/A,ZF4H6100,1173,13292,264,85,0.2,865,798,28.2,3.106,3.014,0.17,0.12,0.56,0.024,0.002,0,0.003,0.02,0.03,0.03,0.01,0.009,0.0043,0.274666667,0.766166667,67
184,1207Q32500,1LL010605800,349,463,31,AB/A,ZF4H6100,1187,13314,264,70,0.3,963,847,14.2,3.771,4.93,0.17,0.11,0.53,0.026,0.001,0,0.005,0.02,0.03,0.04,0,0.011,0.0031,0.269666667,0.735666667,116
185,1207Q50500,1LL010606400,372,460,41.5,AB/A,ZF4H6100,1213,12238,264,70,0.272,994,835,13.2,3.771,5.303,0.16,0.12,0.52,0.033,0.001,0,0.002,0.01,0.03,0.04,0,0.01,0.0058,0.257333333,0.716,159
186,1207Q50500,1LL010606600,356,453,37,AB/A,ZF4H6100,1213,12238,264,70,0.272,994,835,13.2,3.771,5.303,0.16,0.12,0.52,0.033,0.001,0,0.002,0.01,0.03,0.04,0,0.01,0.0058,0.257333333,0.716,159
187,1207Q51800,1LL010606900,340,450,37.5,AB/A,ZF4H6100,1208,12360,264,70,0.246,1026,834,12.2,3.771,5.738,0.17,0.1,0.52,0.03,0.001,0,0.003,0.02,0.04,0.04,0,0.013,0.0025,0.268666667,0.735333333,192
188,1207Q51800,1LL010607000,316,447,42.5,AB/A,ZF4H6100,1208,12360,264,70,0.246,1026,834,12.2,3.771,5.738,0.17,0.1,0.52,0.03,0.001,0,0.003,0.02,0.04,0.04,0,0.013,0.0025,0.268666667,0.735333333,192
189,1207Q74800,1LL010607400,349,449,24.5,AB/A,ZF4H6100,1188,12053,264,69.99,0.251,993,860,12.7,3.772,5.511,0.15,0.12,0.52,0.027,0.001,0,0.004,0.02,0.05,0.04,0.01,0.011,0.0049,0.251333333,0.726666667,133
190,1207Q71500,1LL010607900,356,463,37,AB/A,ZF4H6100,1187,12121,264,70,0.26,1044,832,11.2,3.771,6.25,0.18,0.12,0.55,0.029,0,0,0.002,0.02,0.04,0.02,0.01,0.008,0.0017,0.281666667,0.775666667,212
191,1207R10800,1LL010608800,334,449,41.5,AB/A,ZF4H6100,1182,12292,264,75,0.239,1049,848,12.2,3.52,6.148,0.16,0.11,0.52,0.024,0.001,0,0.003,0.02,0.04,0.02,0.01,0.009,0.0033,0.256666667,0.725333333,201
192,1207R10800,1LL010609000,337,455,36,AB/A,ZF4H6100,1182,12292,264,75,0.239,1049,848,12.2,3.52,6.148,0.16,0.11,0.52,0.024,0.001,0,0.003,0.02,0.04,0.02,0.01,0.009,0.0033,0.256666667,0.725333333,201
193,1207R03800,1LL010609400,310,439,36.5,AB/A,ZF4H6100,1170,12237,264,75,0.231,1022,841,12.7,3.52,5.906,0.15,0.11,0.52,0.032,0.001,0,0.002,0.02,0.04,0.02,0.01,0.009,0.0029,0.246666667,0.715333333,181
194,1207R14400,1LL010609900,312,449,36,AB/A,ZF4H6100,1189,12186,264,75,0.254,1023,850,13.2,3.52,5.682,0.17,0.17,0.54,0.023,0.001,0,0.004,0.02,0.03,0.03,0.01,0.015,0.003,0.271333333,0.747833333,173
195,1206N01700,1LL010879600,310,433,31,AB/A,ZF4H6100,1185,11258,264,71.99,0.212,1056,823,10,3.667,7.199,0.16,0.11,0.51,0.035,0,0,0.002,0.02,0.03,0.04,0,0.011,0.0048,0.256333333,0.705666667,233
196,1207R24500,1LL011156700,321,445,41,AB/A,ZF4H6100,1199,11477,264,80,0.234,1106,822,10.2,3.3,7.843,0.14,0.1,0.51,0.033,0.001,0,0.002,0.02,0.03,0.03,0.01,0.014,0.0059,0.236333333,0.6855,284
197,1207R24500,1LL011156800,321,450,43,AB/A,ZF4H6100,1199,11477,264,80,0.234,1106,822,10.2,3.3,7.843,0.14,0.1,0.51,0.033,0.001,0,0.002,0.02,0.03,0.03,0.01,0.014,0.0059,0.236333333,0.6855,284
198,1207R53800,1LL011157600,339,456,35,AB/A,ZF4H6100,1196,11547,264,75,0.217,1053,837,14.2,3.52,5.282,0.17,0.11,0.52,0.035,0.001,0,0.002,0.01,0.03,0.03,0,0.016,0.0062,0.265333333,0.725166667,216
199,1207R53800,1LL011157800,331,454,41.5,AB/A,ZF4H6100,1196,11547,264,75,0.217,1053,837,14.2,3.52,5.282,0.17,0.11,0.52,0.035,0.001,0,0.002,0.01,0.03,0.03,0,0.016,0.0062,0.265333333,0.725166667,216
200,1207R59600,1LL011158400,313,446,35,AB/A,ZF4H6100,1182,11525,264,70,0.237,992,842,18.2,3.771,3.846,0.16,0.11,0.53,0.026,0.001,0,0.001,0.02,0.03,0.03,0,0.013,0.0051,0.257666667,0.725166667,150
201,1221L04100,1LL011638700,336,471,35,AB/A,EF4R5100,1184,15191,222,90,0.261,914,848,32,2.467,2.813,0.16,0.18,0.93,0.032,0.011,0,0.016,0.02,0.03,0.04,0.01,0.014,0.0059,0.328333333,1.128666667,66
202,1221L05400,1LL011638800,352,457,37,AB/A,EF4R5100,1214,13681,222,70,0.32,943,847,20,3.171,3.5,0.16,0.18,0.93,0.032,0.011,0,0.016,0.02,0.03,0.04,0.01,0.014,0.0059,0.328333333,1.128666667,96
203,1221L05400,1LL011639200,361,458,37,AB/A,EF4R5100,1214,13681,222,70,0.32,943,847,20,3.171,3.5,0.16,0.18,0.93,0.032,0.011,0,0.016,0.02,0.03,0.04,0.01,0.014,0.0059,0.328333333,1.128666667,96
204,1221L42400,1LL011639900,350,453,29.5,AB/A,ZF4H6100,1212,15103,222,70,0.296,1006,829,18,3.171,3.889,0.16,0.12,0.53,0.033,0,0,0.003,0.02,0.02,0.04,0,0.022,0.0051,0.259,0.716,177
205,1221L92600,1LL011677300,318,432,46,AB/A,ZF4H6100,1240,14554,222,70,0.273,1112,852,7,3.171,10,0.17,0.1,0.52,0.026,0,0,0.002,0.02,0.03,0.05,0.01,0.012,0.0054,0.272,0.7265,260
206,1211K11400,1LL012152800,336,444,34.5,AB/A,ZF4H6100,1200,14948,264,70,0.294,991,810,13,3.771,5.385,0.16,0.12,0.54,0.03,0,0,0.002,0.01,0.03,0.04,0.01,0.018,0.0031,0.262666667,0.736666667,181
207,1207R12400,1LL012479400,318,432,33,AB/A,ZF4H6100,1182,12371,264,75,0.225,1065,843,12.2,3.52,6.148,0.16,0.11,0.52,0.024,0.001,0,0.003,0.02,0.04,0.02,0.01,0.009,0.0033,0.256666667,0.725333333,222
208,1215M19400,1LL012642700,355,457,34,AB/A,ZF4H6100,1182,13310,264,70,0.265,968,839,18.5,3.771,3.784,0.16,0.11,0.52,0.023,0.001,0.001,0.002,0.02,0.04,0.03,0,0.02,0.0072,0.256866667,0.725266667,129
209,1215M30800,1LL012643900,362,447,28.5,AB/A,ZF4H6100,1182,13310,264,70,0.254,991,826,15,3.771,4.667,0.15,0.11,0.52,0.028,0.001,0,0.002,0.02,0.04,0.04,0.01,0.015,0.0056,0.250666667,0.716333333,165
210,1215M62300,1LL012645700,395,478,31.5,AB/A,ZF4H6100,1192,12577,264,70,0.231,1050,846,12,3.771,5.833,0.17,0.11,0.53,0.035,0,0,0.002,0.02,0.03,0.03,0,0.016,0.0075,0.267666667,0.735166667,204
211,1215M67300,1LL012645800,391,463,33,AB/A,ZF4H6100,1190,12474,264,70,0.28,1040,818,12,3.771,5.833,0.17,0.11,0.53,0.035,0,0,0.002,0.02,0.03,0.03,0,0.016,0.0075,0.267666667,0.735166667,222
212,1215M74400,1LL012646300,388,486,31,AB/A,ZF4H6100,1206,12876,264,80,0.252,1047,826,11,3.3,7.273,0.16,0.13,0.52,0.029,0,0,0.002,0.02,0.03,0.04,0.01,0.023,0.005,0.26,0.717,221
213,1215M01A00,1LL012723200,380,491,32,AB/A,ZF4H6100,1189,13387,264,70,0.268,1085,825,10,3.771,7,0.17,0.14,0.53,0.023,0,0,0.003,0.02,0.03,0.03,0,0.016,0.0081,0.267666667,0.736166667,260
214,1215M01A00,1LL012723300,380,473,34,AB/A,ZF4H6100,1189,13387,264,70,0.268,1085,825,10,3.771,7,0.17,0.14,0.53,0.023,0,0,0.003,0.02,0.03,0.03,0,0.016,0.0081,0.267666667,0.736166667,260
215,1215N45500,1LL012723900,390,466,32.5,AB/A,ZF4H6100,1221,13197,264,80,0.239,1063,821,10,3.3,8,0.17,0.13,0.53,0.031,0,0,0.006,0.02,0.03,0.05,0.01,0.018,0.0065,0.273666667,0.7375,242
